tch_20200703-010627_78,e62094f6-bca2-11ea-94cc-0242ac110002,std_1593721841697_78,4d5241ca-ff27-4b97-932e-0dcbf9a6db83
tch_20200703-010627_75,0741d4ed-bca2-11ea-840b-0242ac110002,std_1593721467783_75,a2f5cf56-3c49-4cee-b392-1368a3c97348
tch_20200703-010627_74,cded9f2d-bca1-11ea-94cc-0242ac110002,std_1593721371309_74,c072ba38-50a8-4155-9266-99b9c9d7ec20
tch_20200703-010627_77,60653320-bca2-11ea-840b-0242ac110002,std_1593721617325_77,bed049be-46ac-41e5-b17e-6ba123d38051
tch_20200703-010627_79,3742feaf-bca3-11ea-840b-0242ac110002,std_1593721977786_79,f616c4ca-21b6-47ea-a7e4-5083e4e23880
tch_20200703-010627_76,cdabbf90-bca2-11ea-840b-0242ac110002,std_1593721800667_76,d981e4f3-6207-4a66-b038-8b967b8be2aa
tch_20200703-010627_78,d8505af6-bca2-11ea-94cc-0242ac110002,std_1593721818532_78,4d5241ca-ff27-4b97-932e-0dcbf9a6db83
tch_20200703-010627_75,f84aa81c-bca1-11ea-840b-0242ac110002,std_1593721442669_75,a2f5cf56-3c49-4cee-b392-1368a3c97348
tch_20200703-010627_77,521c9481-bca2-11ea-94cc-0242ac110002,std_1593721593375_77,bed049be-46ac-41e5-b17e-6ba123d38051
tch_20200703-010627_76,bcc14cfd-bca2-11ea-840b-0242ac110002,std_1593721772287_76,d981e4f3-6207-4a66-b038-8b967b8be2aa
tch_20200703-010627_79,27bd747e-bca3-11ea-94cc-0242ac110002,std_1593721951743_79,f616c4ca-21b6-47ea-a7e4-5083e4e23880
tch_20200703-010627_78,c712c028-bca2-11ea-840b-0242ac110002,std_1593721789573_78,4d5241ca-ff27-4b97-932e-0dcbf9a6db83
tch_20200703-010627_75,e6a68328-bca1-11ea-94cc-0242ac110002,std_1593721413079_75,a2f5cf56-3c49-4cee-b392-1368a3c97348
tch_20200703-010627_77,443a0c47-bca2-11ea-94cc-0242ac110002,std_1593721570081_77,bed049be-46ac-41e5-b17e-6ba123d38051
tch_20200703-010627_79,174c7812-bca3-11ea-94cc-0242ac110002,std_1593721924182_79,f616c4ca-21b6-47ea-a7e4-5083e4e23880
tch_20200703-010627_76,aa6ac809-bca2-11ea-840b-0242ac110002,std_1593721741522_76,d981e4f3-6207-4a66-b038-8b967b8be2aa
tch_20200703-010627_78,b71211d6-bca2-11ea-94cc-0242ac110002,std_1593721762765_78,4d5241ca-ff27-4b97-932e-0dcbf9a6db83
tch_20200703-010627_75,d70a3c68-bca1-11ea-94cc-0242ac110002,std_1593721386603_75,a2f5cf56-3c49-4cee-b392-1368a3c97348
tch_20200703-010627_79,0684a9e6-bca3-11ea-94cc-0242ac110002,std_1593721896039_79,f616c4ca-21b6-47ea-a7e4-5083e4e23880
tch_20200703-010627_76,97d4c959-bca2-11ea-94cc-0242ac110002,std_1593721710319_76,d981e4f3-6207-4a66-b038-8b967b8be2aa
tch_20200703-010627_78,a803b3c9-bca2-11ea-840b-0242ac110002,std_1593721737478_78,4d5241ca-ff27-4b97-932e-0dcbf9a6db83
tch_20200703-010627_77,33b0cd09-bca2-11ea-94cc-0242ac110002,std_1593721542261_77,7ab3b5d8-1476-4099-9ec0-8d13bfcd0ed1
tch_20200703-010627_80,5b88bb55-bca3-11ea-94cc-0242ac110002,std_1593722038675_80,448b7700-f47d-466d-926f-5e2698cb903e
tch_20200703-010627_77,250a7e98-bca2-11ea-94cc-0242ac110002,std_1593721517656_77,7ab3b5d8-1476-4099-9ec0-8d13bfcd0ed1
tch_20200703-010627_79,f4524ee3-bca2-11ea-840b-0242ac110002,std_1593721865530_79,449b196e-5f64-4403-9455-661c50cda19e
tch_20200703-010627_78,9948f30f-bca2-11ea-840b-0242ac110002,std_1593721712774_78,e270ae28-6080-4567-a9b6-a230cb480983
tch_20200703-010627_80,4c90cad7-bca3-11ea-840b-0242ac110002,std_1593722013560_80,448b7700-f47d-466d-926f-5e2698cb903e
tch_20200703-010627_76,873717ea-bca2-11ea-840b-0242ac110002,std_1593721682468_76,eac36781-bfe7-4e83-977e-9777376cf334
tch_20200703-010627_79,e5744e85-bca2-11ea-94cc-0242ac110002,std_1593721840567_79,449b196e-5f64-4403-9455-661c50cda19e
tch_20200703-010627_77,150feb32-bca2-11ea-94cc-0242ac110002,std_1593721490919_77,7ab3b5d8-1476-4099-9ec0-8d13bfcd0ed1
tch_20200703-010627_78,87ce765f-bca2-11ea-94cc-0242ac110002,std_1593721683455_78,e270ae28-6080-4567-a9b6-a230cb480983
tch_20200703-010627_80,3bea18dd-bca3-11ea-840b-0242ac110002,std_1593721985629_80,448b7700-f47d-466d-926f-5e2698cb903e
tch_20200703-010627_76,7686f08d-bca2-11ea-840b-0242ac110002,std_1593721654475_76,eac36781-bfe7-4e83-977e-9777376cf334
tch_20200703-010627_79,d4fff7ec-bca2-11ea-94cc-0242ac110002,std_1593721812933_79,449b196e-5f64-4403-9455-661c50cda19e
tch_20200703-010627_77,039dd390-bca2-11ea-94cc-0242ac110002,std_1593721461654_77,7ab3b5d8-1476-4099-9ec0-8d13bfcd0ed1
tch_20200703-010627_78,78c743da-bca2-11ea-94cc-0242ac110002,std_1593721658242_78,e270ae28-6080-4567-a9b6-a230cb480983
tch_20200703-010627_80,2aed57be-bca3-11ea-840b-0242ac110002,std_1593721957090_80,448b7700-f47d-466d-926f-5e2698cb903e
tch_20200703-010627_76,63fa674f-bca2-11ea-94cc-0242ac110002,std_1593721623349_76,eac36781-bfe7-4e83-977e-9777376cf334
tch_20200703-010627_77,f1b07039-bca1-11ea-840b-0242ac110002,std_1593721431276_77,7ab3b5d8-1476-4099-9ec0-8d13bfcd0ed1
tch_20200703-010627_78,6a4c98be-bca2-11ea-840b-0242ac110002,std_1593721633960_78,e270ae28-6080-4567-a9b6-a230cb480983
tch_20200703-010627_79,c6ced9f0-bca2-11ea-94cc-0242ac110002,std_1593721789160_79,449b196e-5f64-4403-9455-661c50cda19e
tch_20200703-010627_80,1cc97f9e-bca3-11ea-94cc-0242ac110002,std_1593721933371_80,448b7700-f47d-466d-926f-5e2698cb903e
tch_20200703-010627_76,553546b1-bca2-11ea-94cc-0242ac110002,std_1593721598543_76,eac36781-bfe7-4e83-977e-9777376cf334
tch_20200703-010627_79,b98d2480-bca2-11ea-94cc-0242ac110002,std_1593721766920_79,449b196e-5f64-4403-9455-661c50cda19e
tch_20200703-010627_78,5ba1418c-bca2-11ea-94cc-0242ac110002,std_1593721609333_78,e270ae28-6080-4567-a9b6-a230cb480983
tch_20200703-010627_76,44b074c5-bca2-11ea-840b-0242ac110002,std_1593721570864_76,eac36781-bfe7-4e83-977e-9777376cf334
tch_20200703-010627_80,0be883c9-bca3-11ea-840b-0242ac110002,std_1593721905094_80,f0ad0bfa-4626-4cbb-b61e-ce2085545753
tch_20200703-010627_79,ab7e344d-bca2-11ea-840b-0242ac110002,std_1593721743316_79,1ec4e3e9-db4a-484f-b1af-1429686ac43c
tch_20200703-010627_78,4c039b77-bca2-11ea-94cc-0242ac110002,std_1593721583131_78,37e35195-cc2d-4d2b-add4-ba9de81b7842
tch_20200703-010627_81,7743e28c-bca3-11ea-94cc-0242ac110002,std_1593722085206_81,ef16a91d-6a8b-4975-be63-5c048e44300e
tch_20200703-010627_80,fc8fd5db-bca2-11ea-94cc-0242ac110002,std_1593721879336_80,f0ad0bfa-4626-4cbb-b61e-ce2085545753
tch_20200703-010627_76,32f71994-bca2-11ea-840b-0242ac110002,std_1593721541109_76,3fb843e9-899d-433f-8006-46c9ae8cacd5
tch_20200703-010627_79,9a5b26c8-bca2-11ea-94cc-0242ac110002,std_1593721714562_79,1ec4e3e9-db4a-484f-b1af-1429686ac43c
tch_20200703-010627_78,3c718e1d-bca2-11ea-94cc-0242ac110002,std_1593721557008_78,37e35195-cc2d-4d2b-add4-ba9de81b7842
tch_20200703-010627_81,66d9c46b-bca3-11ea-840b-0242ac110002,std_1593722057668_81,ef16a91d-6a8b-4975-be63-5c048e44300e
tch_20200703-010627_76,22a0aab7-bca2-11ea-94cc-0242ac110002,std_1593721513697_76,3fb843e9-899d-433f-8006-46c9ae8cacd5
tch_20200703-010627_80,ec3596bd-bca2-11ea-840b-0242ac110002,std_1593721851928_80,f0ad0bfa-4626-4cbb-b61e-ce2085545753
tch_20200703-010627_79,8bd6914d-bca2-11ea-840b-0242ac110002,std_1593721690197_79,1ec4e3e9-db4a-484f-b1af-1429686ac43c
tch_20200703-010627_78,2bd33fe8-bca2-11ea-840b-0242ac110002,std_1593721529161_78,37e35195-cc2d-4d2b-add4-ba9de81b7842
tch_20200703-010627_80,dd48a1e9-bca2-11ea-94cc-0242ac110002,std_1593721826850_80,f0ad0bfa-4626-4cbb-b61e-ce2085545753
tch_20200703-010627_76,120284d8-bca2-11ea-840b-0242ac110002,std_1593721485839_76,3fb843e9-899d-433f-8006-46c9ae8cacd5
tch_20200703-010627_81,5640f472-bca3-11ea-94cc-0242ac110002,std_1593722029790_81,ef16a91d-6a8b-4975-be63-5c048e44300e
tch_20200703-010627_79,7d1e8f88-bca2-11ea-840b-0242ac110002,std_1593721665529_79,1ec4e3e9-db4a-484f-b1af-1429686ac43c
tch_20200703-010627_78,1dee6cf9-bca2-11ea-94cc-0242ac110002,std_1593721505807_78,37e35195-cc2d-4d2b-add4-ba9de81b7842
tch_20200703-010627_80,ce2534fb-bca2-11ea-840b-0242ac110002,std_1593721801411_80,f0ad0bfa-4626-4cbb-b61e-ce2085545753
tch_20200703-010627_76,01bc9031-bca2-11ea-94cc-0242ac110002,std_1593721458516_76,3fb843e9-899d-433f-8006-46c9ae8cacd5
tch_20200703-010627_79,6cf439be-bca2-11ea-840b-0242ac110002,std_1593721638395_79,1ec4e3e9-db4a-484f-b1af-1429686ac43c
tch_20200703-010627_81,4725eb8f-bca3-11ea-840b-0242ac110002,std_1593722004490_81,ef16a91d-6a8b-4975-be63-5c048e44300e
tch_20200703-010627_76,ef0351e3-bca1-11ea-94cc-0242ac110002,std_1593721426815_76,3fb843e9-899d-433f-8006-46c9ae8cacd5
tch_20200703-010627_78,0c1974b1-bca2-11ea-840b-0242ac110002,std_1593721475615_78,37e35195-cc2d-4d2b-add4-ba9de81b7842
tch_20200703-010627_81,37d6176c-bca3-11ea-840b-0242ac110002,std_1593721978783_81,ef16a91d-6a8b-4975-be63-5c048e44300e
tch_20200703-010627_79,5ba7352c-bca2-11ea-94cc-0242ac110002,std_1593721609381_79,516a4d87-862d-442d-a290-a945ac6fbe74
tch_20200703-010627_80,c068f899-bca2-11ea-840b-0242ac110002,std_1593721778429_80,f576e3ac-dec5-40e7-9b6e-ce518779a8fb
tch_20200703-010627_79,4bee6594-bca2-11ea-840b-0242ac110002,std_1593721582955_79,516a4d87-862d-442d-a290-a945ac6fbe74
tch_20200703-010627_82,8b3a5b13-bca3-11ea-94cc-0242ac110002,std_1593722118689_82,35da042c-ff62-4554-b7d0-690c0678c9b0
tch_20200703-010627_81,2886b7b1-bca3-11ea-840b-0242ac110002,std_1593721953103_81,d68a748c-340d-49ea-b545-adc2ced45e1b
tch_20200703-010627_80,b0337f6a-bca2-11ea-840b-0242ac110002,std_1593721751184_80,f576e3ac-dec5-40e7-9b6e-ce518779a8fb
tch_20200703-010627_79,3cc182a6-bca2-11ea-94cc-0242ac110002,std_1593721557558_79,516a4d87-862d-442d-a290-a945ac6fbe74
tch_20200703-010627_82,7ac456b1-bca3-11ea-840b-0242ac110002,std_1593722091080_82,35da042c-ff62-4554-b7d0-690c0678c9b0
tch_20200703-010627_80,a1eed899-bca2-11ea-94cc-0242ac110002,std_1593721727294_80,f576e3ac-dec5-40e7-9b6e-ce518779a8fb
tch_20200703-010627_81,1791bf37-bca3-11ea-94cc-0242ac110002,std_1593721924638_81,d68a748c-340d-49ea-b545-adc2ced45e1b
tch_20200703-010627_79,2e889bd4-bca2-11ea-840b-0242ac110002,std_1593721533674_79,516a4d87-862d-442d-a290-a945ac6fbe74
tch_20200703-010627_82,6a45c63e-bca3-11ea-94cc-0242ac110002,std_1593722063393_82,35da042c-ff62-4554-b7d0-690c0678c9b0
tch_20200703-010627_80,928fc1ac-bca2-11ea-94cc-0242ac110002,std_1593721701508_80,f576e3ac-dec5-40e7-9b6e-ce518779a8fb
tch_20200703-010627_81,058ed7fe-bca3-11ea-840b-0242ac110002,std_1593721894438_81,d68a748c-340d-49ea-b545-adc2ced45e1b
tch_20200703-010627_83,951195e9-bca3-11ea-840b-0242ac110002,std_1593722135171_83,1f638afe-23ed-41da-84fd-7717a5b85e98
tch_20200703-010627_79,1f10f45a-bca2-11ea-840b-0242ac110002,std_1593721507419_79,516a4d87-862d-442d-a290-a945ac6fbe74
tch_20200703-010627_82,5944bebb-bca3-11ea-840b-0242ac110002,std_1593722034883_82,35da042c-ff62-4554-b7d0-690c0678c9b0
tch_20200703-010627_80,8402c858-bca2-11ea-94cc-0242ac110002,std_1593721677081_80,f576e3ac-dec5-40e7-9b6e-ce518779a8fb
tch_20200703-010627_81,f64a9cb6-bca2-11ea-840b-0242ac110002,std_1593721868828_81,d68a748c-340d-49ea-b545-adc2ced45e1b
tch_20200703-010627_83,858e2d7a-bca3-11ea-840b-0242ac110002,std_1593722109183_83,1f638afe-23ed-41da-84fd-7717a5b85e98
tch_20200703-010627_82,46fcb903-bca3-11ea-94cc-0242ac110002,std_1593722004206_82,35da042c-ff62-4554-b7d0-690c0678c9b0
tch_20200703-010627_81,e47d44dd-bca2-11ea-94cc-0242ac110002,std_1593721838946_81,d68a748c-340d-49ea-b545-adc2ced45e1b
tch_20200703-010627_83,755bc0f5-bca3-11ea-94cc-0242ac110002,std_1593722081967_83,1f638afe-23ed-41da-84fd-7717a5b85e98
tch_20200703-010627_83,65ba711b-bca3-11ea-94cc-0242ac110002,std_1593722055787_83,1f638afe-23ed-41da-84fd-7717a5b85e98
tch_20200703-010627_83,5373f283-bca3-11ea-94cc-0242ac110002,std_1593722025102_83,1f638afe-23ed-41da-84fd-7717a5b85e98
tch_20200703-010627_80,758efb8f-bca2-11ea-840b-0242ac110002,std_1593721652830_80,168d99d1-9b47-4a52-a61a-c73f32e21041
tch_20200703-010627_82,3745be8a-bca3-11ea-94cc-0242ac110002,std_1593721977826_82,ef310c6e-a0c8-434f-96cb-9776b892a22b
tch_20200703-010627_81,d440c6a5-bca2-11ea-840b-0242ac110002,std_1593721811721_81,4686830b-ae4a-4221-9cf8-ea7a96950bb0
tch_20200703-010627_80,6612e6fb-bca2-11ea-94cc-0242ac110002,std_1593721626819_80,168d99d1-9b47-4a52-a61a-c73f32e21041
tch_20200703-010627_82,2879984d-bca3-11ea-94cc-0242ac110002,std_1593721953014_82,ef310c6e-a0c8-434f-96cb-9776b892a22b
tch_20200703-010627_84,a500ddfc-bca3-11ea-94cc-0242ac110002,std_1593722161935_84,b69d1c95-6bb6-4133-bcfc-857f6b6dcc4a
tch_20200703-010627_80,55f7d31b-bca2-11ea-94cc-0242ac110002,std_1593721599820_80,168d99d1-9b47-4a52-a61a-c73f32e21041
tch_20200703-010627_81,c3e3c767-bca2-11ea-840b-0242ac110002,std_1593721784253_81,4686830b-ae4a-4221-9cf8-ea7a96950bb0
tch_20200703-010627_82,1a29a824-bca3-11ea-94cc-0242ac110002,std_1593721928995_82,ef310c6e-a0c8-434f-96cb-9776b892a22b
tch_20200703-010627_84,955afa0d-bca3-11ea-840b-0242ac110002,std_1593722135703_84,b69d1c95-6bb6-4133-bcfc-857f6b6dcc4a
tch_20200703-010627_81,b49293a5-bca2-11ea-94cc-0242ac110002,std_1593721758547_81,4686830b-ae4a-4221-9cf8-ea7a96950bb0
tch_20200703-010627_80,46303697-bca2-11ea-840b-0242ac110002,std_1593721573344_80,168d99d1-9b47-4a52-a61a-c73f32e21041
tch_20200703-010627_82,0c70c6ce-bca3-11ea-840b-0242ac110002,std_1593721905979_82,ef310c6e-a0c8-434f-96cb-9776b892a22b
tch_20200703-010627_84,876c15fd-bca3-11ea-94cc-0242ac110002,std_1593722112315_84,b69d1c95-6bb6-4133-bcfc-857f6b6dcc4a
tch_20200703-010627_83,41591712-bca3-11ea-840b-0242ac110002,std_1593721994737_83,4d1b5131-ea2f-4d36-81df-3d8f189ec76c
tch_20200703-010627_80,3673bd2f-bca2-11ea-94cc-0242ac110002,std_1593721546660_80,168d99d1-9b47-4a52-a61a-c73f32e21041
tch_20200703-010627_81,a50e685c-bca2-11ea-840b-0242ac110002,std_1593721732533_81,4686830b-ae4a-4221-9cf8-ea7a96950bb0
tch_20200703-010627_82,fb68e1ce-bca2-11ea-840b-0242ac110002,std_1593721877394_82,ef310c6e-a0c8-434f-96cb-9776b892a22b
tch_20200703-010627_83,33ff6c91-bca3-11ea-840b-0242ac110002,std_1593721972352_83,4d1b5131-ea2f-4d36-81df-3d8f189ec76c
tch_20200703-010627_84,780759a7-bca3-11ea-840b-0242ac110002,std_1593722086488_84,b69d1c95-6bb6-4133-bcfc-857f6b6dcc4a
tch_20200703-010627_85,b0531f69-bca3-11ea-94cc-0242ac110002,std_1593722180941_85,fd967031-9bfd-4ac3-a486-9f717fb2fd5f
tch_20200703-010627_81,940c2932-bca2-11ea-840b-0242ac110002,std_1593721704002_81,4686830b-ae4a-4221-9cf8-ea7a96950bb0
tch_20200703-010627_83,24e415f3-bca3-11ea-94cc-0242ac110002,std_1593721946991_83,4d1b5131-ea2f-4d36-81df-3d8f189ec76c
tch_20200703-010627_84,6843b49a-bca3-11ea-840b-0242ac110002,std_1593722060018_84,b69d1c95-6bb6-4133-bcfc-857f6b6dcc4a
tch_20200703-010627_85,a0ef74c4-bca3-11ea-840b-0242ac110002,std_1593722155112_85,fd967031-9bfd-4ac3-a486-9f717fb2fd5f
tch_20200703-010627_83,16e440d9-bca3-11ea-94cc-0242ac110002,std_1593721923506_83,4d1b5131-ea2f-4d36-81df-3d8f189ec76c
tch_20200703-010627_85,91ae1ea9-bca3-11ea-94cc-0242ac110002,std_1593722129503_85,fd967031-9bfd-4ac3-a486-9f717fb2fd5f
tch_20200703-010627_83,08325a48-bca3-11ea-840b-0242ac110002,std_1593721898874_83,4d1b5131-ea2f-4d36-81df-3d8f189ec76c
tch_20200703-010627_85,80f08988-bca3-11ea-94cc-0242ac110002,std_1593722101438_85,fd967031-9bfd-4ac3-a486-9f717fb2fd5f
tch_20200703-010627_82,eb0c8004-bca2-11ea-840b-0242ac110002,std_1593721849943_82,45d0c1b5-fb72-4151-aa33-18754c6d4ec8
tch_20200703-010627_85,706687ec-bca3-11ea-94cc-0242ac110002,std_1593722073677_85,fd967031-9bfd-4ac3-a486-9f717fb2fd5f
tch_20200703-010627_81,836af54f-bca2-11ea-94cc-0242ac110002,std_1593721676087_81,7124c0ca-4ac2-43ee-b1c2-fa6c41b3a79a
tch_20200703-010627_82,d89c7f4a-bca2-11ea-94cc-0242ac110002,std_1593721819014_82,45d0c1b5-fb72-4151-aa33-18754c6d4ec8
tch_20200703-010627_81,72c83a7e-bca2-11ea-840b-0242ac110002,std_1593721648185_81,7124c0ca-4ac2-43ee-b1c2-fa6c41b3a79a
tch_20200703-010627_84,586e0e56-bca3-11ea-840b-0242ac110002,std_1593722033430_84,4886bb68-acc3-4f8e-b23d-531c57c07946
tch_20200703-010627_82,c82bd173-bca2-11ea-94cc-0242ac110002,std_1593721791421_82,45d0c1b5-fb72-4151-aa33-18754c6d4ec8
tch_20200703-010627_81,634f0c40-bca2-11ea-94cc-0242ac110002,std_1593721622212_81,7124c0ca-4ac2-43ee-b1c2-fa6c41b3a79a
tch_20200703-010627_84,4aaca1fd-bca3-11ea-94cc-0242ac110002,std_1593722010370_84,4886bb68-acc3-4f8e-b23d-531c57c07946
tch_20200703-010627_82,b85f2bd9-bca2-11ea-840b-0242ac110002,std_1593721764946_82,45d0c1b5-fb72-4151-aa33-18754c6d4ec8
tch_20200703-010627_83,f9d23c23-bca2-11ea-94cc-0242ac110002,std_1593721874744_83,a01590bb-fba7-40ce-a652-f65247273b0c
tch_20200703-010627_84,3a079d93-bca3-11ea-840b-0242ac110002,std_1593721982454_84,4886bb68-acc3-4f8e-b23d-531c57c07946
tch_20200703-010627_81,53224588-bca2-11ea-94cc-0242ac110002,std_1593721595096_81,7124c0ca-4ac2-43ee-b1c2-fa6c41b3a79a
tch_20200703-010627_86,c6e8d4f7-bca3-11ea-94cc-0242ac110002,std_1593722218806_86,460a5d1c-0347-4985-ada7-1f255011a922
tch_20200703-010627_82,a69f68fd-bca2-11ea-94cc-0242ac110002,std_1593721735122_82,45d0c1b5-fb72-4151-aa33-18754c6d4ec8
tch_20200703-010627_83,e907879f-bca2-11ea-840b-0242ac110002,std_1593721846578_83,a01590bb-fba7-40ce-a652-f65247273b0c
tch_20200703-010627_85,605697a4-bca3-11ea-840b-0242ac110002,std_1593722046688_85,074d0291-aeaf-453c-a58f-2f9c95d753a3
tch_20200703-010627_84,2b6f58d5-bca3-11ea-840b-0242ac110002,std_1593721957987_84,4886bb68-acc3-4f8e-b23d-531c57c07946
tch_20200703-010627_86,b6b3f797-bca3-11ea-840b-0242ac110002,std_1593722191621_86,460a5d1c-0347-4985-ada7-1f255011a922
tch_20200703-010627_81,43e7a5d0-bca2-11ea-94cc-0242ac110002,std_1593721569255_81,7124c0ca-4ac2-43ee-b1c2-fa6c41b3a79a
tch_20200703-010627_85,518b5b9e-bca3-11ea-94cc-0242ac110002,std_1593722021912_85,074d0291-aeaf-453c-a58f-2f9c95d753a3
tch_20200703-010627_83,d840f177-bca2-11ea-94cc-0242ac110002,std_1593721818426_83,a01590bb-fba7-40ce-a652-f65247273b0c
tch_20200703-010627_86,a6c87ef6-bca3-11ea-94cc-0242ac110002,std_1593722164906_86,460a5d1c-0347-4985-ada7-1f255011a922
tch_20200703-010627_84,1d82e558-bca3-11ea-94cc-0242ac110002,std_1593721934588_84,4886bb68-acc3-4f8e-b23d-531c57c07946
tch_20200703-010627_83,c994afb4-bca2-11ea-840b-0242ac110002,std_1593721793825_83,a01590bb-fba7-40ce-a652-f65247273b0c
tch_20200703-010627_85,43dd02db-bca3-11ea-840b-0242ac110002,std_1593721998935_85,074d0291-aeaf-453c-a58f-2f9c95d753a3
tch_20200703-010627_86,99825d3a-bca3-11ea-840b-0242ac110002,std_1593722142650_86,460a5d1c-0347-4985-ada7-1f255011a922
tch_20200703-010627_83,ba23e65a-bca2-11ea-840b-0242ac110002,std_1593721767879_83,a01590bb-fba7-40ce-a652-f65247273b0c
tch_20200703-010627_85,3407d144-bca3-11ea-94cc-0242ac110002,std_1593721972394_85,074d0291-aeaf-453c-a58f-2f9c95d753a3
tch_20200703-010627_86,86f585eb-bca3-11ea-840b-0242ac110002,std_1593722111503_86,460a5d1c-0347-4985-ada7-1f255011a922
tch_20200703-010627_82,95cb8ba8-bca2-11ea-94cc-0242ac110002,std_1593721706918_82,42bb5c92-5a6a-4245-8609-a6e9f7862c88
tch_20200703-010627_82,8718e22d-bca2-11ea-94cc-0242ac110002,std_1593721682246_82,42bb5c92-5a6a-4245-8609-a6e9f7862c88
tch_20200703-010627_85,24d19f08-bca3-11ea-840b-0242ac110002,std_1593721946873_85,074d0291-aeaf-453c-a58f-2f9c95d753a3
tch_20200703-010627_84,0b701fe0-bca3-11ea-94cc-0242ac110002,std_1593721904299_84,afeb0188-b78e-4c9e-a014-c1cc4b8950b3
tch_20200703-010627_82,75c3eed4-bca2-11ea-840b-0242ac110002,std_1593721653189_82,42bb5c92-5a6a-4245-8609-a6e9f7862c88
tch_20200703-010627_84,f9fa5e7d-bca2-11ea-840b-0242ac110002,std_1593721874976_84,afeb0188-b78e-4c9e-a014-c1cc4b8950b3
tch_20200703-010627_82,658414c4-bca2-11ea-94cc-0242ac110002,std_1593721625912_82,42bb5c92-5a6a-4245-8609-a6e9f7862c88
tch_20200703-010627_87,d92bd1fe-bca3-11ea-94cc-0242ac110002,std_1593722249431_87,bd2e3348-a6d6-4aff-8df9-26369e7cc579
tch_20200703-010627_86,7807ced7-bca3-11ea-94cc-0242ac110002,std_1593722086488_86,2324f6ae-b504-4682-9989-b7ef2c4be7f4
tch_20200703-010627_84,e954bd39-bca2-11ea-94cc-0242ac110002,std_1593721847064_84,afeb0188-b78e-4c9e-a014-c1cc4b8950b3
tch_20200703-010627_83,ac0a9618-bca2-11ea-840b-0242ac110002,std_1593721744233_83,96ad87d3-f4f3-490e-8076-590a3b20fe62
tch_20200703-010627_82,56aa33b3-bca2-11ea-94cc-0242ac110002,std_1593721600708_82,42bb5c92-5a6a-4245-8609-a6e9f7862c88
tch_20200703-010627_85,167b4568-bca3-11ea-840b-0242ac110002,std_1593721922825_85,bc4b8fff-36a7-49d8-82da-1c8eebb13c29
tch_20200703-010627_84,dab10756-bca2-11ea-94cc-0242ac110002,std_1593721822514_84,afeb0188-b78e-4c9e-a014-c1cc4b8950b3
tch_20200703-010627_87,cbfeb611-bca3-11ea-840b-0242ac110002,std_1593722227353_87,bd2e3348-a6d6-4aff-8df9-26369e7cc579
tch_20200703-010627_83,9adfe6d1-bca2-11ea-840b-0242ac110002,std_1593721715456_83,96ad87d3-f4f3-490e-8076-590a3b20fe62
tch_20200703-010627_86,664e9aa5-bca3-11ea-94cc-0242ac110002,std_1593722056731_86,2324f6ae-b504-4682-9989-b7ef2c4be7f4
tch_20200703-010627_84,caaf962b-bca2-11ea-840b-0242ac110002,std_1593721795674_84,afeb0188-b78e-4c9e-a014-c1cc4b8950b3
tch_20200703-010627_85,0781a7ef-bca3-11ea-94cc-0242ac110002,std_1593721897708_85,bc4b8fff-36a7-49d8-82da-1c8eebb13c29
tch_20200703-010627_83,89743719-bca2-11ea-840b-0242ac110002,std_1593721686200_83,96ad87d3-f4f3-490e-8076-590a3b20fe62
tch_20200703-010627_87,bcb32691-bca3-11ea-94cc-0242ac110002,std_1593722201674_87,bd2e3348-a6d6-4aff-8df9-26369e7cc579
tch_20200703-010627_86,5716bb0e-bca3-11ea-840b-0242ac110002,std_1593722031219_86,2324f6ae-b504-4682-9989-b7ef2c4be7f4
tch_20200703-010627_85,f69f99cd-bca2-11ea-94cc-0242ac110002,std_1593721869359_85,bc4b8fff-36a7-49d8-82da-1c8eebb13c29
tch_20200703-010627_87,ad2f97ff-bca3-11ea-840b-0242ac110002,std_1593722175671_87,bd2e3348-a6d6-4aff-8df9-26369e7cc579
tch_20200703-010627_83,799bd185-bca2-11ea-94cc-0242ac110002,std_1593721659631_83,96ad87d3-f4f3-490e-8076-590a3b20fe62
tch_20200703-010627_86,47bcad50-bca3-11ea-840b-0242ac110002,std_1593722005455_86,2324f6ae-b504-4682-9989-b7ef2c4be7f4
tch_20200703-010627_85,e652eec2-bca2-11ea-840b-0242ac110002,std_1593721842016_85,bc4b8fff-36a7-49d8-82da-1c8eebb13c29
tch_20200703-010627_87,9b478c96-bca3-11ea-840b-0242ac110002,std_1593722145624_87,bd2e3348-a6d6-4aff-8df9-26369e7cc579
tch_20200703-010627_83,67744bf5-bca2-11ea-840b-0242ac110002,std_1593721628879_83,96ad87d3-f4f3-490e-8076-590a3b20fe62
tch_20200703-010627_86,37bd5ece-bca3-11ea-94cc-0242ac110002,std_1593721978600_86,2324f6ae-b504-4682-9989-b7ef2c4be7f4
tch_20200703-010627_85,d7317d6d-bca2-11ea-94cc-0242ac110002,std_1593721816646_85,bc4b8fff-36a7-49d8-82da-1c8eebb13c29
tch_20200703-010627_84,bb64f1e0-bca2-11ea-94cc-0242ac110002,std_1593721769994_84,ce88ca71-e5db-4303-9c71-c29646576db7
tch_20200703-010627_84,ac422095-bca2-11ea-840b-0242ac110002,std_1593721744634_84,ce88ca71-e5db-4303-9c71-c29646576db7
